Date,Actual_PnL,Historical_VaR_95,Historical_VaR_99,VC_VaR_95,VC_VaR_99,MC_VaR_95,MC_VaR_99,Hist_Breach_95,VC_Breach_95,MC_Breach_95,Hist_Breach_99,VC_Breach_99,MC_Breach_99
2020-02-20,-8139.402850341015,14325.745886569675,34363.30951090176,14936.964729030627,21766.106449925475,15169.940917548298,21297.321285772137,False,False,False,False,False,False
2020-02-21,-21112.280531745444,14325.745886569675,34363.30951090176,15018.391998273288,21855.765266844617,15248.59147736043,21396.969630371845,True,True,True,False,False,False
2020-02-24,-41390.53104627626,15268.562076332899,34363.30951090176,15285.840027432121,22190.0042330606,15521.592421196936,21703.23078590991,True,True,True,True,True,True
2020-02-25,-30952.364120680882,15815.707822759123,35338.89975382927,16036.553534751241,23182.489890986937,16283.714815828167,22690.444531307636,True,True,True,False,True,True
2020-02-26,4636.333286898076,16532.94694108492,35338.89975382927,16491.440012357627,23770.327652031396,16717.578542321324,23336.434044598558,False,False,False,False,False,False
2020-02-27,-57156.00425263889,16532.94694108492,35338.89975382927,16440.13834871199,23714.807322382047,16680.74468945445,23282.049135980684,True,True,True,True,True,True
2020-02-28,-392.08333992781735,17683.27495308875,36183.06046248414,17701.846190945253,25388.48467127496,17922.305244012477,24897.20797791409,False,False,False,False,False,False
2020-03-02,61798.07877283606,17683.27495308875,36183.06046248414,17717.345436929296,25402.80439015279,17960.517891206644,24934.175434380963,False,False,False,False,False,False
2020-03-03,-36005.24281112274,17683.27495308875,36183.06046248414,18513.161914458215,26634.26104802663,18749.858148074785,26375.249221152593,True,True,True,False,True,True
2020-03-04,34642.025566931676,18707.096836842593,36183.06046248414,18989.143963028557,27259.191462271192,19182.00586264812,27046.274433795556,False,False,False,False,False,False
2020-03-05,-35161.009813359015,18707.096836842593,36183.06046248414,19080.030892586983,27462.103318501497,19278.892255220784,27249.2339394809,True,True,True,False,True,True
2020-03-06,-28188.887529789157,19672.700657379,36183.06046248414,19560.866529443672,28086.922368836855,19768.13370113402,27852.65409425143,True,True,True,False,True,True
2020-03-09,-89892.55234517781,20430.481470814077,36183.06046248414,19854.34556302678,28415.913579329925,20054.79992346373,28183.904295577602,True,True,True,True,True,True
2020-03-10,63088.86254614688,20903.820742152886,38867.40700663091,22280.448531549064,31690.701004194827,22572.89771298132,31203.18756375454,False,False,False,False,False,False
2020-03-11,-39071.65731310938,20903.820742152886,38867.40700663091,22963.23533264018,32749.98131766683,23265.53271222417,32194.205459199286,True,True,True,True,True,True
2020-03-12,-93333.28021957405,23034.43139299719,40254.28291702448,23492.138601263006,33426.25930963744,23802.57427014254,32850.98597297319,True,True,True,True,True,True
2020-03-13,110014.86411979429,26577.08326714818,49430.92238152117,25795.04208162084,36511.24030739942,26138.841712101555,35856.28237906436,False,False,False,False,False,False
2020-03-16,-115655.84908332079,26577.08326714818,49430.92238152117,27793.72751827823,39501.06702482201,28275.78448482184,38997.04029650444,True,True,True,True,True,True
2020-03-17,61907.30843559578,29708.79965477957,73851.64377983368,30725.423502078364,43457.619435444074,31266.35004925781,42960.06060929585,False,False,False,False,False,False
2020-03-18,-47297.29015378292,29708.79965477957,73851.64377983368,31156.099694630968,44164.289834491414,31475.512556655416,43525.77479577188,True,True,True,False,True,True
2020-03-19,15030.208527621047,32736.7561969832,73851.64377983368,31754.384451589118,44907.78803663145,32343.570388872355,44161.27185652535,False,False,False,False,False,False
2020-03-20,-39967.31436024799,32736.7561969832,73851.64377983368,31529.830116303623,44655.886528788826,32044.85024633397,43871.63664496707,True,True,True,False,False,False
2020-03-23,-18339.235999676323,34376.37587643746,73851.64377983368,31942.10048131197,45180.152489938686,32509.202468570787,44392.52585983556,False,False,False,False,False,False
2020-03-24,90467.98720890221,34376.37587643746,73851.64377983368,32080.48999693315,45341.76821628763,32622.693779036865,44549.696352792285,False,False,False,False,False,False
2020-03-25,6611.580843024066,34376.37587643746,73851.64377983368,33063.953090542236,46886.94876504604,33509.06186777214,45972.196663722054,False,False,False,False,False,False
2020-03-26,52642.98412243076,34376.37587643746,73851.64377983368,33059.10385736526,46883.59913777204,33495.035202562285,45930.97093440462,False,False,False,False,False,False
2020-03-27,-45718.52370401548,34376.37587643746,73851.64377983368,33307.11608173643,47312.95775965636,33730.33019967436,46354.43056606836,True,True,True,False,False,False
2020-03-30,33267.35764384371,34874.07301726881,73851.64377983368,33855.20077754908,47986.452594419905,34267.12886108757,47006.259594572824,False,False,False,False,False,False
2020-03-31,-9962.99531000034,34874.07301726881,73851.64377983368,33910.893765632885,48112.29002408925,34323.47876609862,47145.432700300255,False,False,False,False,False,False
2020-04-01,-39755.64477022752,34874.07301726881,73851.64377983368,33979.35551312996,48187.1466952575,34504.63672170628,47188.88739565992,True,True,True,False,False,False
2020-04-02,28218.001145942028,35625.33796212906,73851.64377983368,34403.3732885345,48714.954960060255,34922.42538469491,47723.55080111875,False,False,False,False,False,False
2020-04-03,-17298.623104099428,35625.33796212906,73851.64377983368,34430.31814591467,48791.49170524699,34902.80618618934,47751.53115993811,False,False,False,False,False,False
2020-04-06,64565.796889987534,35625.33796212906,73851.64377983368,34569.34648214556,48946.670226965674,35045.52733631842,47892.071090494224,False,False,False,False,False,False
2020-04-07,1804.4124439120073,35625.33796212906,73851.64377983368,34918.386698947346,49558.33011265493,35453.5870563701,48520.58415482365,False,False,False,False,False,False
2020-04-08,29874.09561076516,35625.33796212906,73851.64377983368,34926.34089101616,49565.444986461196,35484.7190783779,48505.36123733531,False,False,False,False,False,False
2020-04-09,17630.180354840628,35625.33796212906,73851.64377983368,34938.40839887429,49632.46692147659,35519.26018315785,48583.47731348159,False,False,False,False,False,False
2020-04-13,8390.072750678919,35625.33796212906,73851.64377983368,34936.12408971906,49645.1409166781,35459.399906186285,48611.387057913926,False,False,False,False,False,False
2020-04-14,26490.52112610516,35625.33796212906,73851.64377983368,34903.23713914647,49615.71637463234,35477.51304362242,48489.57215747326,False,False,False,False,False,False
2020-04-15,-18933.693253613175,35625.33796212906,73851.64377983368,34915.820813828796,49669.48390305648,35494.14554527535,48410.79345497613,False,False,False,False,False,False
2020-04-16,3047.4747760199275,35625.33796212906,73851.64377983368,35078.64766515839,49846.08677397323,35647.84678910136,48576.043715083615,False,False,False,False,False,False
2020-04-17,28066.252810832284,35625.33796212906,73851.64377983368,35070.155054696894,49837.98123515427,35677.08118970035,48587.105747115675,False,False,False,False,False,False
2020-04-20,-22004.491887127213,35625.33796212906,73851.64377983368,35095.80208069221,49907.95402048478,35762.49070514018,48527.43081205112,False,False,False,False,False,False
2020-04-21,-27550.873564257923,35625.33796212906,73851.64377983368,35289.129952956886,50126.117294070995,35946.878014377995,48704.862650873816,False,False,False,False,False,False
2020-04-22,21710.228184348125,35625.33796212906,73851.64377983368,35484.8784096601,50368.10495304039,36134.077827041845,48980.81165400306,False,False,False,False,False,False
2020-04-23,4876.6323888398865,35625.33796212906,73851.64377983368,35478.0048537898,50388.98194258999,36132.93609297558,48993.32895010969,False,False,False,False,False,False
2020-04-24,16217.54449970201,35625.33796212906,73851.64377983368,35472.0182729441,50383.83777723859,36130.944458636906,48990.36034640716,False,False,False,False,False,False
2020-04-27,6284.019610265035,35625.33796212906,73851.64377983368,35448.07533288713,50375.22820655447,36108.743592654006,48985.16770926276,False,False,False,False,False,False
2020-04-28,-8796.889567713346,35625.33796212906,73851.64377983368,35399.68593269724,50326.46124538735,36068.73115868581,48911.457472270304,False,False,False,False,False,False
2020-04-29,35351.592269303364,35625.33796212906,73851.64377983368,35466.568880477134,50397.35712259628,36091.74082677405,49078.60544822061,False,False,False,False,False,False
2020-04-30,8950.698305782287,35625.33796212906,73851.64377983368,35467.95703583881,50469.88623701304,36103.390545432616,49165.26539182054,False,False,False,False,False,False
2020-05-01,-39899.49458879243,35625.33796212906,73851.64377983368,35471.73458514504,50465.21709085389,36118.79502968997,49191.323948077654,True,True,True,False,False,False
2020-05-04,14203.310590133618,36069.70432166727,73851.64377983368,35826.454418117704,50915.94651738208,36485.793464704504,49613.8541661901,False,False,False,False,False,False
2020-05-05,5798.340871674435,36069.70432166727,73851.64377983368,35670.57097258728,50749.278050690205,36335.77040257407,49488.41511257251,False,False,False,False,False,False
2020-05-06,888.0652488217626,36069.70432166727,73851.64377983368,35646.23127100062,50726.31047687609,36315.34574419804,49468.799745043776,False,False,False,False,False,False
2020-05-07,8300.324505176337,36069.70432166727,73851.64377983368,35615.41980477049,50693.15160412807,36293.71608885102,49444.080211369226,False,False,False,False,False,False
2020-05-08,18881.368493351194,36069.70432166727,73851.64377983368,35581.637333433086,50662.380556401375,36266.433918412826,49404.89416679978,False,False,False,False,False,False
2020-05-11,1544.9548039577369,35625.33796212906,73851.64377983368,35204.51330078612,50220.16335950016,35891.20809085926,49015.12942603943,False,False,False,False,False,False
2020-05-12,-20190.46785184631,35625.33796212906,73851.64377983368,35226.450303254926,50236.96361534183,35932.80478514725,48988.761895451215,False,False,False,False,False,False
2020-05-13,-19299.350054040897,35625.33796212906,73851.64377983368,35401.060872678325,50434.83681009536,36092.32483081763,49212.19476839838,False,False,False,False,False,False
2020-05-14,13891.803691831787,35625.33796212906,73851.64377983368,35564.20937446509,50619.37231001927,36281.94846489959,49256.818661012585,False,False,False,False,False,False
2020-05-15,-2601.950459179131,35625.33796212906,73851.64377983368,35486.512341678994,50546.76441486511,36224.66158835292,49182.44712876862,False,False,False,False,False,False
2020-05-18,32391.609259292727,35625.33796212906,73851.64377983368,35429.09418600923,50480.45851146966,36160.882102649965,49118.16576808317,False,False,False,False,False,False
2020-05-19,-9437.543770618373,35625.33796212906,73851.64377983368,35471.249323387456,50580.87153817343,36191.99272574796,49278.71174825884,False,False,False,False,False,False
2020-05-20,22765.661767486174,35625.33796212906,73851.64377983368,35481.25878690341,50592.62106569856,36200.201825721175,49319.337658605145,False,False,False,False,False,False
2020-05-21,-13355.965059758186,35625.33796212906,73851.64377983368,35323.51453750632,50438.85860009878,36041.64774369101,49175.36327061413,False,False,False,False,False,False
2020-05-22,-227.0910912170579,35625.33796212906,73851.64377983368,35417.443541862725,50545.628011098415,36142.09610040303,49276.93100694706,False,False,False,False,False,False
2020-05-26,13750.052571219696,35625.33796212906,73851.64377983368,35392.611066654914,50518.54722769199,36116.20456924197,49244.161644144144,False,False,False,False,False,False
2020-05-27,13220.661351207607,35625.33796212906,73851.64377983368,35328.106957746284,50460.44892781862,36033.59855052037,49203.06605640753,False,False,False,False,False,False
2020-05-28,-7848.911862833036,35625.33796212906,73851.64377983368,35294.86439689907,50435.92352180479,35738.02932970847,50318.59566389678,False,False,False,False,False,False
2020-05-29,999.9249883959279,35625.33796212906,73851.64377983368,35221.18860147187,50346.852762572606,35653.66941287237,50235.85520069558,False,False,False,False,False,False
2020-06-01,11016.636522845614,35625.33796212906,73851.64377983368,35129.042761885474,50240.850525030466,35573.339715232876,50146.86965611438,False,False,False,False,False,False
2020-06-02,7214.015514526162,35625.33796212906,73851.64377983368,35099.72137693921,50169.21694936682,35526.04446643348,50078.144437587434,False,False,False,False,False,False
2020-06-03,19415.79183826606,35625.33796212906,73851.64377983368,35102.509820379986,50170.87018116993,35529.179716077306,50090.01263336038,False,False,False,False,False,False
2020-06-04,-2258.859103130311,35625.33796212906,73851.64377983368,35104.6031178951,50186.50062936512,35570.73130574721,50096.701277400025,False,False,False,False,False,False
2020-06-05,35034.10383675857,35625.33796212906,73851.64377983368,35146.96079949349,50215.81466534203,35623.60847115429,50121.68922716156,False,False,False,False,False,False
2020-06-08,14693.175268634717,35625.33796212906,73851.64377983368,35208.69953805712,50337.48792432555,35708.216543083094,50152.99755466481,False,False,False,False,False,False
2020-06-09,8232.472347824305,35625.33796212906,73851.64377983368,35190.50413682876,50329.94899830588,35701.734069068574,50139.583370187305,False,False,False,False,False,False
2020-06-10,715.3296968449835,35625.33796212906,73851.64377983368,35127.933776681086,50266.23161784925,35654.649975837594,50102.65025784219,False,False,False,False,False,False
2020-06-11,-59144.9105275201,35625.33796212906,73851.64377983368,35141.12928100426,50278.93509508852,35652.0658616027,50132.57358202382,True,True,True,False,True,True
2020-06-12,11450.402679557401,36135.073336773625,74826.20785452548,35905.845693762414,51266.19817326432,36435.9476527331,51117.946611588195,False,False,False,False,False,False
2020-06-15,9510.886166527062,36135.073336773625,74826.20785452548,35891.55480847569,51257.68184787031,36418.341572046935,51102.21476482773,False,False,False,False,False,False
2020-06-16,19910.187000213897,36135.073336773625,74826.20785452548,35895.67269986045,51253.88295028387,36420.83062704845,51097.26906693123,False,False,False,False,False,False
2020-06-17,-7873.813378874389,36135.073336773625,74826.20785452548,35858.75521419877,51237.62500664775,36395.60278884215,51091.09557755407,False,False,False,False,False,False
2020-06-18,2557.4335375848855,36135.073336773625,74826.20785452548,35927.3931443925,51308.613901578094,36448.752573720754,51166.382882620615,False,False,False,False,False,False
2020-06-19,-6312.838455900482,36135.073336773625,74826.20785452548,35912.87872390312,51293.925147065034,36437.42172238882,51131.013411124215,False,False,False,False,False,False
2020-06-22,14184.650878701643,36135.073336773625,74826.20785452548,35936.90859954094,51320.75848344351,36461.877746372644,51169.84176923698,False,False,False,False,False,False
2020-06-23,14478.005899869551,36135.073336773625,74826.20785452548,35797.17759894547,51173.13922592567,36325.55704175293,51032.166985610675,False,False,False,False,False,False
2020-06-24,-24235.093532305604,36135.073336773625,74826.20785452548,35795.02746586276,51175.66529380883,36327.84154287096,51029.811978138685,False,False,False,False,False,False
2020-06-25,16584.964630585608,36135.073336773625,74826.20785452548,35986.75481817613,51406.71081906427,36511.63803297171,51262.08523626739,False,False,False,False,False,False
2020-06-26,-32811.53099496696,36135.073336773625,74826.20785452548,35966.16842920005,51400.146936329016,36497.98566520106,51251.96785185428,False,False,False,False,False,False
2020-06-29,10891.15692530449,36135.073336773625,74826.20785452548,36297.7347673698,51792.053399186574,36830.94209423461,51637.45776972439,False,False,False,False,False,False
2020-06-30,15822.92313860585,36135.073336773625,74826.20785452548,36278.04985718169,51777.990253316035,36811.557117271506,51624.55589206474,False,False,False,False,False,False
2020-07-01,3911.545893329045,36135.073336773625,74826.20785452548,36263.97645041326,51775.94777769416,36802.783799746656,51640.92983293743,False,False,False,False,False,False
2020-07-02,3868.476780367358,36135.073336773625,74826.20785452548,36250.42182870767,51762.79198949664,36774.27639076202,51630.35260541259,False,False,False,False,False,False
2020-07-06,28897.57688100847,36135.073336773625,74826.20785452548,36206.07709842381,51715.9786205807,36735.599219336196,51578.02392795078,False,False,False,False,False,False
2020-07-07,-15927.06068637529,36135.073336773625,74826.20785452548,36221.07981535881,51775.60797306267,36758.66719051118,51631.10859581739,False,False,False,False,False,False
2020-07-08,17461.09418728544,36135.073336773625,74826.20785452548,36354.86252656208,51923.57481098197,36885.68377968734,51778.89544561334,False,False,False,False,False,False
2020-07-09,-1589.1256763926044,36135.073336773625,74826.20785452548,36317.37788994933,51901.451256512984,36852.80830368764,51752.55284748927,False,False,False,False,False,False
2020-07-10,16773.32356585883,36135.073336773625,74826.20785452548,36345.86230163141,51929.062567823545,36840.13038827327,51796.75385474427,False,False,False,False,False,False
2020-07-13,-9115.214111956002,36135.073336773625,74826.20785452548,36314.48798950196,51911.95568906909,36798.559691003924,51752.27793435818,False,False,False,False,False,False
2020-07-14,10707.776164333693,36135.073336773625,74826.20785452548,36345.486517224286,51947.645869079584,36839.20197960748,51821.507105234436,False,False,False,False,False,False
2020-07-15,1969.2858738779903,36135.073336773625,74826.20785452548,36275.93011487167,51878.955236019254,36759.140691428234,51750.18921822721,False,False,False,False,False,False
2020-07-16,-7873.126941890506,36135.073336773625,74826.20785452548,36276.335794865314,51879.352792575235,36769.80564643479,51751.66392491151,False,False,False,False,False,False
2020-07-17,-10173.969701270542,36135.073336773625,74826.20785452548,36280.230892357016,51883.88139324945,36767.10633815969,51749.68465161955,False,False,False,False,False,False
2020-07-20,23360.42821108519,36135.073336773625,74826.20785452548,36372.00664773836,51976.20640699292,36859.912158670006,51843.4091355325,False,False,False,False,False,False
2020-07-21,2101.521707897969,36135.073336773625,74826.20785452548,36375.00860754503,52005.200731442485,36853.192391131735,51922.37465562487,False,False,False,False,False,False
2020-07-22,-4389.747712731479,36135.073336773625,74826.20785452548,36377.283539645985,52007.397727763455,36851.20349342698,51893.873669993845,False,False,False,False,False,False
2020-07-23,-26595.654523840898,36135.073336773625,74826.20785452548,36352.23417125804,51978.6294452846,36831.614450611596,51872.10209585703,False,False,False,False,False,False
2020-07-24,-2505.225415355622,36135.073336773625,74826.20785452548,36569.48968789483,52242.15762892332,37058.38394043985,52126.22869674754,False,False,False,False,False,False
2020-07-27,11489.854202811446,36135.073336773625,74826.20785452548,36580.20949858632,52253.58338441027,37067.18429211725,52132.54920279288,False,False,False,False,False,False
2020-07-28,-10770.54455280417,36135.073336773625,74826.20785452548,36529.79067518457,52207.77297317945,37012.67145689599,52088.04467269062,False,False,False,False,False,False
2020-07-29,15981.665551317903,36135.073336773625,74826.20785452548,36579.92596137297,52265.54603276336,37070.14908716104,52110.356445665275,False,False,False,False,False,False
2020-07-30,-7973.5166022746835,36135.073336773625,74826.20785452548,36449.67685914678,52132.441580157945,36914.870320464564,51970.56988594804,False,False,False,False,False,False
2020-07-31,39584.37719633718,36135.073336773625,74826.20785452548,36416.00564038986,52092.409829286284,36923.25615742649,51998.442288105194,False,False,False,False,False,False
2020-08-03,12147.622006349666,35625.33796212906,74826.20785452548,36114.86612281762,51792.16656031776,36654.296821944394,51714.00164998144,False,False,False,False,False,False
2020-08-04,4670.361643712711,35625.33796212906,74826.20785452548,36116.27543288624,51790.94727973707,36463.08553168248,51125.00571098363,False,False,False,False,False,False
2020-08-05,9845.135214005979,35625.33796212906,74826.20785452548,36094.09299365866,51768.85934136022,36432.550955409686,51113.15412953275,False,False,False,False,False,False
2020-08-06,13458.369431921587,35625.33796212906,74826.20785452548,36092.29795587396,51745.49488617975,36439.30320515199,51119.32788174442,False,False,False,False,False,False
2020-08-07,-9358.192373651003,35625.33796212906,74826.20785452548,35999.02721050836,51652.32181754185,36339.91857253858,51034.86697134417,False,False,False,False,False,False
2020-08-10,6386.198254401942,35625.33796212906,74826.20785452548,35995.5010792668,51648.13813565583,36337.659294840625,51034.266575592665,False,False,False,False,False,False
2020-08-11,-8847.6524257319,35625.33796212906,74826.20785452548,35994.77749483099,51615.99903083051,36347.914530019574,51038.924687226805,False,False,False,False,False,False
2020-08-12,17821.798957871848,35625.33796212906,74826.20785452548,35718.190917787026,51267.36911990886,36084.81123906592,50663.26476428172,False,False,False,False,False,False
2020-08-13,98.92161987909952,35625.33796212906,74826.20785452548,35681.208890083,51245.36440170489,36049.82841627873,50646.902154707255,False,False,False,False,False,False
2020-08-14,-205.36266103725615,35625.33796212906,74826.20785452548,35714.85595139083,51261.93811534885,36085.15232348969,50649.09914641614,False,False,False,False,False,False
2020-08-17,-4824.8440610017215,35625.33796212906,74826.20785452548,35750.94211618865,51287.67703593204,36122.80408050594,50667.735195021734,False,False,False,False,False,False
2020-08-18,8011.129665463119,35625.33796212906,74826.20785452548,35741.903299709316,51277.341111919806,36114.854492236176,50639.13422827314,False,False,False,False,False,False
2020-08-19,-4867.4620421662585,35625.33796212906,74826.20785452548,35744.73542181847,51278.9744978702,36114.183768427974,50618.7820255408,False,False,False,False,False,False
2020-08-20,7727.867198121912,35625.33796212906,74826.20785452548,35762.138704155994,51298.2990593502,36216.73554578852,51108.639756537224,False,False,False,False,False,False
2020-08-21,12373.785743288687,35625.33796212906,74826.20785452548,35411.10956462612,50871.31246361778,35768.90228446295,50256.20914509712,False,False,False,False,False,False
2020-08-24,15501.091722031255,35625.33796212906,74826.20785452548,35411.33514996067,50871.222987481495,35860.39321673175,50737.12240670912,False,False,False,False,False,False
2020-08-25,-2030.860152838515,35625.33796212906,74826.20785452548,35333.51839508335,50799.17478997091,35776.13688028092,50664.444961269626,False,False,False,False,False,False
2020-08-26,7023.437795903687,35625.33796212906,74826.20785452548,35363.23603252841,50829.242004444895,35684.26377033759,50210.812796777784,False,False,False,False,False,False
2020-08-27,3232.550743089935,35625.33796212906,74826.20785452548,35374.027161703794,50828.60420432919,35821.28877784261,50679.07865948167,False,False,False,False,False,False
2020-08-28,5569.013459328609,35625.33796212906,74826.20785452548,35358.3833844889,50812.69840844043,35671.263724045835,50237.986845602296,False,False,False,False,False,False
2020-08-31,3063.24364350895,35625.33796212906,74826.20785452548,35298.18375818464,50748.412216940145,35600.32286997741,50182.41443824699,False,False,False,False,False,False
2020-09-01,13882.986253074454,35625.33796212906,74826.20785452548,35319.51959129074,50763.68076638555,35575.322001571556,50233.556477403086,False,False,False,False,False,False
2020-09-02,625.992328148334,35625.33796212906,74826.20785452548,35317.687830726216,50751.56675104141,35562.309064184636,50233.811017429325,False,False,False,False,False,False
2020-09-03,-43502.993929939475,35625.33796212906,74826.20785452548,35314.9194461643,50748.67729980536,35554.38615507789,50222.122897005436,True,True,True,False,False,False
2020-09-04,-2056.7425403169805,37691.77078721536,74826.20785452548,35807.5629727432,51364.25367605943,36104.843798868635,50738.59722996778,False,False,False,False,False,False
2020-09-08,-47501.2845228396,37691.77078721536,74826.20785452548,35834.93468519667,51392.002908774506,36133.89673947965,50760.30663364599,True,True,True,False,False,False
2020-09-09,26892.623247862157,39447.85041452434,74826.20785452548,36402.19206264624,52098.813330040575,36749.67817750247,51491.85106290152,False,False,False,False,False,False
2020-09-10,-25534.611705681185,39447.85041452434,74826.20785452548,36403.38089831976,52137.67079888055,36783.58010493802,51587.54601107312,False,False,False,False,False,False
2020-09-11,-6548.039902709235,39447.85041452434,74826.20785452548,36604.25901801046,52381.448035808135,36936.637617793276,51808.46627532553,False,False,False,False,False,False
2020-09-14,10958.982467077489,39447.85041452434,74826.20785452548,36627.583083515805,52407.65840696236,36962.07964507941,51819.602480938556,False,False,False,False,False,False
2020-09-15,-1466.5332794002504,39447.85041452434,74826.20785452548,36603.579120290575,52388.96186606898,37091.098713515785,52250.90772342427,False,False,False,False,False,False
2020-09-16,-9263.62579463842,39447.85041452434,74826.20785452548,36628.25286608683,52413.508239795476,37130.72166443044,52297.8946477831,False,False,False,False,False,False
2020-09-17,-13188.525381038353,39447.85041452434,74826.20785452548,36677.40815611013,52469.12823262171,37171.24782310582,52319.570687056155,False,False,False,False,False,False
2020-09-18,-17803.11222486026,39447.85041452434,74826.20785452548,36698.75712465764,52494.77250608217,37188.137738166006,52340.935447100695,False,False,False,False,False,False
2020-09-21,1835.9740430846407,39447.85041452434,74826.20785452548,36822.697795915956,52640.354009635295,37313.631495148125,52488.1207591002,False,False,False,False,False,False
2020-09-22,13825.386117376313,39447.85041452434,74826.20785452548,36734.860896839455,52540.520590433756,37216.082299712805,52381.905653560076,False,False,False,False,False,False
2020-09-23,-33835.72195719591,39447.85041452434,74826.20785452548,36732.92849002963,52541.754152443136,37232.45532026058,52398.505010561996,False,False,False,False,False,False
2020-09-24,5875.869295395054,39447.85041452434,74826.20785452548,37006.28827684118,52883.929082470895,37520.44884292369,52764.34739525353,False,False,False,False,False,False
2020-09-25,22809.547885017622,39447.85041452434,74826.20785452548,36972.0750824057,52849.923200083205,37485.286764802986,52731.34344592474,False,False,False,False,False,False
2020-09-28,22086.61360240771,39447.85041452434,74826.20785452548,36971.273952464464,52873.64484182373,37479.117126276804,52752.04771264848,False,False,False,False,False,False
2020-09-29,-11729.863330225353,39447.85041452434,74826.20785452548,36895.13348282856,52816.61058534899,37239.44561298996,52148.4122969418,False,False,False,False,False,False
2020-09-30,9137.967807424408,39447.85041452434,74826.20785452548,36814.69131836593,52717.62123173878,37325.17559609284,52589.829782321984,False,False,False,False,False,False
2020-10-01,4875.647008119756,39447.85041452434,74826.20785452548,36810.653527981245,52715.05646571901,37320.82570762593,52576.884253866934,False,False,False,False,False,False
2020-10-02,-18868.991267677244,39447.85041452434,74826.20785452548,36825.84768777935,52713.605929128404,37185.37288357462,52083.39256636929,False,False,False,False,False,False
2020-10-05,24718.145390153768,39447.85041452434,74826.20785452548,36937.921010985476,52848.011272552845,37291.01613784037,52190.15564571832,False,False,False,False,False,False
2020-10-06,-21607.841484470908,39447.85041452434,74826.20785452548,36810.99583329183,52735.32471548245,37160.30972078892,52058.58986889495,False,False,False,False,False,False
2020-10-07,18105.331218642354,39447.85041452434,74826.20785452548,37005.144885359594,52955.20534465216,37333.54765820703,52227.486721578556,False,False,False,False,False,False
2020-10-08,11919.33346513594,39447.85041452434,74826.20785452548,37000.36399485851,52962.89895200402,37311.85346567887,52206.835110498665,False,False,False,False,False,False
2020-10-09,11616.440158426505,39447.85041452434,74826.20785452548,37002.30103797257,52960.62483502082,37364.728291363564,52294.76815132782,False,False,False,False,False,False
2020-10-12,34427.02844198918,39447.85041452434,74826.20785452548,36973.78404713044,52938.0226979018,37328.34220414051,52258.317452063864,False,False,False,False,False,False
2020-10-13,-11945.15193956186,39447.85041452434,74826.20785452548,37020.03376223744,53041.28948462958,37503.44504009819,52896.95320917445,False,False,False,False,False,False
2020-10-14,-7182.993870159205,39447.85041452434,74826.20785452548,37071.33348276634,53101.24182613628,37570.53624847467,52970.276506643146,False,False,False,False,False,False
2020-10-15,817.9186569518995,39447.85041452434,74826.20785452548,37120.58631321168,53154.939197888714,37621.62033386818,53029.44223332714,False,False,False,False,False,False
2020-10-16,-10087.095955718218,39447.85041452434,74826.20785452548,37090.24931632313,53121.97074458729,37582.90481796765,52965.83972225424,False,False,False,False,False,False
2020-10-19,-21740.55307931382,39447.85041452434,74826.20785452548,37184.09649703955,53209.83168249826,37673.2733962513,53061.085792037826,False,False,False,False,False,False
2020-10-20,7268.817215855561,39447.85041452434,74826.20785452548,37334.986982455586,53391.1521599205,37822.38615300301,53252.98040779563,False,False,False,False,False,False
2020-10-21,-7919.058763071007,39447.85041452434,74826.20785452548,37333.19559925224,53389.824418647906,37823.36273630614,53252.79806111828,False,False,False,False,False,False
2020-10-22,11406.175774247638,39447.85041452434,74826.20785452548,37392.06641864545,53453.344191834876,37880.94370631049,53319.16142907158,False,False,False,False,False,False
2020-10-23,-346.0782703624205,39447.85041452434,74826.20785452548,37376.531134911944,53443.142147265666,37887.21228594091,53327.400526041536,False,False,False,False,False,False
2020-10-26,-12583.531757205452,39447.85041452434,74826.20785452548,37404.036337759404,53468.34111312696,37780.986165310365,52786.95676391408,False,False,False,False,False,False
2020-10-27,5092.944462114836,39447.85041452434,74826.20785452548,37419.65670403574,53487.03659148156,37809.32594353573,52833.86391752693,False,False,False,False,False,False
2020-10-28,-40178.307339676285,39447.85041452434,74826.20785452548,37405.649289040564,53473.83034088147,37934.57201554211,53368.44531395563,True,True,True,False,False,False
2020-10-29,23631.874338101858,39834.76217043822,74826.20785452548,37819.828178327065,53987.221613651476,38315.10036267078,53880.715836829244,False,False,False,False,False,False
2020-10-30,-29147.032349923164,39834.76217043822,74826.20785452548,37826.53427820701,54003.28599970698,38154.49329914499,53257.651345874336,False,False,False,False,False,False
2020-11-02,8370.19984801209,39834.76217043822,74826.20785452548,38100.20026168362,54324.84671707378,38410.132479275315,53585.39102184451,False,False,False,False,False,False
2020-11-03,14314.60022693115,39834.76217043822,74826.20785452548,38084.025742317324,54311.607601684314,38419.301308939794,53547.48079571986,False,False,False,False,False,False
2020-11-04,25214.454781404347,39834.76217043822,74826.20785452548,38031.70933434358,54267.835764083706,38358.95107859743,53496.224064708265,False,False,False,False,False,False
2020-11-05,28328.294476836527,39834.76217043822,74826.20785452548,38034.34361187303,54301.582823292294,38324.08822026545,53609.715005194215,False,False,False,False,False,False
2020-11-06,-5119.706194478246,39834.76217043822,74826.20785452548,38022.15384544836,54331.18245251166,38309.42535909716,53642.599979119936,False,False,False,False,False,False
